module	term_id_REAC	genes_hugo
88	REAC:R-HSA-1257604	TRIP6;ADGRE5;PDGFRA;PDGFRB;GNA12;PREX2;SHF;MAGI3;PDGFB;PDGFA;MAST2;CD55;PTEN;LPAR1;TRIM27;PDGFD;LPAR3;DOCK4;MME;PDGFC;None;LPAR2;FRK
90	REAC:R-HSA-6804759	PPP1R13B;CEBPZ;TP63;PML;TP53;E4F1;RBBP6;NOC2L;NQO1;TP53BP2;SP100;S100A2;DAXX;TP73;G6PD;RASSF8;L3MBTL1;PPP1R13L;PBK
91	REAC:R-HSA-6790901	ESF1;FBL;UTP18;KRR1;RRP9;MPHOSPH10;DDX49;NOL11;UTP3;NAT10;IMP4;RTCA;UTP20;UTP6;ABT1;PWP2;UTP15;DCAF13;NOL6;WDR3;UTP23;WDR75;KRI1;RRP7A;IMP3;UTP4;NOC4L;FCF1;DDX47;HEATR1;PDCD11;UTP11;BMS1;WDR46;NOP56;THUMPD1;NOL10;RCL1;UTP14A;SNU13;WDR43;NGDN;NOP14;DNTTIP2;UTP25;None;UTP14C;TBL3;RSL1D1;EMG1;FBLL1;AATF;DDX52
92	REAC:R-HSA-381426	SIRT4;IGFBP2;IGFBP5;IAPP;GRB14;IDE;None;IGFBP4;IGFBP1;IGFBP7;IGFBP6;HSPB2;IGF1;HSPB3;TACR1;INSR;TAC1;INSRR;TACR2;IGFBP3;INS;INS-IGF2;GRB10;IGF2;IGFALS;TMEM219
94	REAC:R-HSA-191859	LAG3;PDCD7;SNRPD3;LGALS3;LGALS3BP;ZCRB1;SNRPF;GEMIN7;SNRPG;GEMIN6;GEMIN5;LSM11;SNRPD1;ZRSR2;GEMIN2;AOC3;LSM10;GEMIN4;CLEC4G;LAMP1;SNRNP48;SNRPD2;ZMAT5;DDX20;GEMIN8;SMN1;SMN2;MSLN;SNRNP25;MUC16;STRAP;SNRPE;SNRNP35;SNRPB;SIGLEC9;PRKRIP1;RNPC3;HTATSF1;TRIM16
95	REAC:R-HSA-2586552	None;EPOR;EPO;KIT;NPTN;IRS1;LEP;SH2B1;SOCS3;LEPR;PTPRU;SH2B3;MPL;JAK2;XNDC1N
96	REAC:R-HSA-8856828	EFNB1;EFNB3;None;EPN3;BIN1;EPN2;EPHB3;ITSN2;SYNJ2;AMPH;EPHB4;SGIP1;EPS15;DNM1;SLC2A8;RGS3;EPHB2;ITSN1;PICALM;EPHB1;AAK1;FCHSD2;REPS1;EPS15L1;FCHO2;EPN1;SYNJ1;FCHO1;EPHB6
97	REAC:R-HSA-4641263	DLL3;RSPO4;DLL4;JAG1;NOTCH2;DTX1;CCN3;MIB1;NOTCH3;GNLY;LGR5;RSPO2;None;TNFRSF11B;JAG2;DLK1;RBPJ;DNER;RSPO1;NRARP;RSPO3;MFAP5;DLL1;LGR6;NOTCH4;PTF1A;LGR4;FHL1;TNFSF11;ZNRF3;RNF43;TNFRSF11A
98	REAC:R-HSA-71406	DLD;ACO2;IDH3G;OGDH;PDHX;DHTKD1;BCKDHA;DLAT;PDHA2;IDH3A;PDHB;BCKDHB;MDH2;DLST;CS;DBT;OGDHL;None;IDH3B;PDC;PDK1;SUCLG1;SUCLG2;PDK2;MDH1
99	REAC:R-HSA-174824	APOH;APOC3;LTF;APOB;APOE;PCSK9;LRP8;CLU;LPA;CIDEB;MAPT;APOD;ARHGEF2;APOA2;DAB1;LDLRAP1;UBIAD1;VLDLR;ARAP1;SH3KBP1;RELN;PLTP;SELENOP;PAFAH1B2;PAFAH1B3;LDLR;APOC1
100	REAC:R-HSA-380287	HAUS4;HAUS3;TUBGCP6;TUBG2;TUBG1;HAUS8;HAUS2;TUBGCP4;TUBGCP3;NINL;MZT2B;HAUS1;MZT2A;TUBD1;NME7;HAUS7;MZT1;HAUS6;HAUS5;TUBGCP2;NEDD1;TUBGCP5
101	REAC:R-HSA-6782315	OSGEP;TPRKB;GON7;LAGE3;TP53RK
102	REAC:R-HSA-6809371	TGM1;IVL;TCHH
104	REAC:R-HSA-68962	CDC6;MCM5;ORC6;GMNN;ORC2;GINS2;ORC3;SIX3;MCM4;GINS1;MCM6;MCM2;DBF4;GINS4;LRWD1;ORC5;SHLD2;CDT1;MCM7;MCM9;DBF4B;PRIM1;MCMBP;WDHD1;CHAMP1;ORC1;MCM8;CDC7;GINS3;CDC45;MCMDC2;MCM10;SHLD3;ORC4;MCM3;RECQL4;PRIM2
105	REAC:R-HSA-5619107	AAAS;NUP107;NUP155;NUP85;NUP42;NUP133;NUP54;PTH;NUP205;DDX19B;NCOA5;NUP35;DDX19A;GLE1;NUP93;NUP98;PTH1R;KPNA7;NUP43;NUP214;AHCTF1;TPR;NDC1;NUP62CL;NUP188;KPNA6;NUP160;IPO7;NUP58;RAE1;MCM3AP;SEH1L;MAD1L1;CETN3;PTHLH;NUP153;NUP37;NUP88;MIF4GD;NUP62
106	REAC:R-HSA-5334118	CBX5;SNAI1;H3-3B;DIDO1;DNMT3L;AIRE;RAG1;KMT2E;DNMT3B;H3C13;H3-5;TRIM24;IPO4;PHF8;H3C12;DNMT1;H3-4;KDM4A;ATRX;SPIN1;LOXL2;MORC3;MBTD1;CDYL2;H3-7;None;UHRF1;H3C1
107	REAC:R-HSA-8951664	KLHL20;None;TNFAIP1;KCTD10;BTBD1;CUL3;KLHL8;KCTD7;SPOPL;KLHL41;KLHL40;KLHL10;KCTD5;KCTD2;KLHL11;KCTD11;KLHL22;KLHL25;RHOBTB1;KLHL7;KCTD6;KLHL21;KBTBD7;KBTBD6;RHOBTB3;KLHL42;SPOP;KCTD17;KBTBD8;KLHL2;RHOBTB2;KCTD13;ENC1
108	REAC:R-HSA-204626	DHPS;EIF5A2;EIF5A
110	REAC:R-HSA-5693568	SIRT1;DMC1;RAD51AP1;SIRT2;SLX1A;RRP8;PALB2;HOXA10;FANCD2;SLX4;MUS81;CCAR2;FANCI;None;RECQL5;SLX1B;RAD54B;RAD51C;ZNF326;XRCC2;FAN1;CDC14A;SFR1;RAD54L;NMNAT1;BRCA2;RAD51;EME1;BAHD1;RAD51B;POLN;XRCC3;EME2;RAD51D
111	REAC:R-HSA-77387	ATP5F1D;ATP6V1D;ATP6V1B1;ATP5F1E;ATP6V1E1;CCDC115;ATP5F1B;ATP6V0A1;TCIRG1;ATP6V1C2;ATP6V1A;ATP6V1B2;ATP6V1G3;ATP5MC3;ATP6V0D2;ATP5PO;ATP6V0D1;TMEM199;ATP5MF;ATP5MG;ATP5PD;ATP6V1G2;ATP6V1E2;ATP5ME;ATP6V0A4;DMAC2L;ATP6V0C;ATP6V0A2;ATP5IF1;ATP5F1C;ATP6V1H;MT-ATP6;MT-ATP8;ATP5PB;ATP6AP1;ATP5MK;ATP6V1G1;None;ATP5MC1;ATP5MC2;ATP6V1C1;ATP5F1A;ATP5PF;ATP5MJ;ATP6V0E2;ATP6V1F;ATP5MGL;ATP6V0E1;ATP6V0B
112	REAC:R-HSA-983168	CDC34;SPI1;IRF8;SKP2;FBXW7;CDC25A;CKS1B;CUL1;BTRC;FBXL18;FLI1
113	REAC:R-HSA-450294	GADD45B;TAB1;HBP1;MAPK14;DUSP1;MAPK8IP1;GADD45G;ASCL1;SH3RF1;DUSP16;MAP3K11;MAPK8IP2;MAPK11;PRDX6;DUSP10;MAPKAPK2;GADD45A;MKNK1;PRKG1;MAP3K4;MAPK8;MAP2K7;GSTP1;TCF12;MAPKAPK3;RUNX1T1;NR2C2
115	REAC:R-HSA-6788467	OSM;EBI3;IL23A;HBEGF;IL12B;SPHK2;LIF;IL12RB2;IL27RA;LIFR;IL11;OSMR;CTF1;IL12A;CLCF1;IL23R;SOCS1;IL27;CNTF;IL6R;LMO4;IL31;CNTFR;ALOX15B;IL6ST;CRLF1;IL6;None;TYK2;IL11RA;IL12RB1
116	REAC:R-HSA-912694	USP18;IFNA7;IFNAR1;IFNA1;IFNAR2;IFNA8;IFNA2;IFNA6;IFNA16;IFNA10;IFNA14;IFNA21;IFNW1;IFNB1;IFNA17;IFNA4;IFNA13
117	REAC:R-HSA-5675221	MAPK1;WASHC3;MAP2K2;MAPK3;CAPZA1;DUSP6;WASHC2A;BRAF;S100B;MAP2K1;PTPN7;WASHC5;CAPZA3;CARMIL1;CAPZA2;PEA15;WASHC2C;LSP1;MTPN;KSR1;KSR2;CAPZB;BRAP;MARK3;RPS6KA1;None;WASHC4;WASHC1
118	REAC:R-HSA-9673770	LGALS1;SNAPC1;SNAPC2;PIK3R2;KRAS;RRAS2;PIK3R3;PIK3CA;PDE3B;TIAM1;PIK3CB;None;SNAPC4;SPRED1;RGL1;SNAPC5;IKZF3;SPRED2;NF1;PDE3A;PIK3CG;POU2F1;NRAS;PLCE1;PIK3CD;SNAPC3;POU2AF1;PIK3R5;HRAS;PIK3R1;RASGRP4;PIK3R6
119	REAC:R-HSA-5620922	MICALL1;EHD4;BBS9;RAB22A;BBS2;RBSN;RAB21;EHD2;EHBP1;BBS7;RAB10;BBS4;BBS5;LZTFL1;RAB8A;BBS1;RUFY1;EHD3;ARL6;RABEP2;MICAL1;RAB4A;RABIF;None;RAB3IL1;MICAL3;BBIP1;ANKFY1;EHD1
120	REAC:R-HSA-606279	CENPM;FANCE;HES1;FANCM;HES6;CENPC;NONO;CENPU;CENPH;FANCC;H2BC5;CENPS;RMI2;RMI1;FANCF;FAAP100;CENPA;CENPQ;PSPC1;BLM;CENPL;SFPQ;None;CENPW;ITGB3BP;CENPI;CENPP;H2AC6;FANCG;CENPB;CENPO;FANCA;CENPX;CENPN;CENPK;FAAP20;FANCL;TOP3A;CENPT;FAAP24;H2BC14;H2BC15
122	REAC:R-HSA-8949613	TOMM22;MFN2;MTX2;CHCHD3;TOMM70;CHCHD6;MICOS13;MICOS10;SAMM50;TOMM7;TOMM20L;TOMM20;TOMM40L;MTX1;APOOL;DNAJC11;APOO;TOMM6;IMMT;TOMM40;CHCHD10;MFN1;MTX3;TOMM5
123	REAC:R-HSA-6784531	RTCB;FAM98A;C2orf49;DDX56;RTRAF;DDX1;FAM98B;ZBTB8OS
124	REAC:R-HSA-917937	GTPBP1;TAPBPL;NPC1;FTH1;CD1A;KIR2DL1;HJV;SCARA5;TFRC;CD1B;CD1C;CD1D;FTL;GP2;TF;HFE;TFR2;NPC2;None;MR1
125	REAC:R-HSA-111453	BIK;EEF1A2;ZPR1;CD70;BCL2L2;HRK;BCL2L10;RHEB;CD27;BCL2A1;BAX;BCL2L1;AVEN;BOK;BID;PMAIP1;SIVA1;EEF1G;EEF1A1;HUWE1;BNIP3;MCL1;BAK1;CARS1;EEF1B2;BCL2L11;BCL2;RTL10;BBC3;EEF1D;GFAP;FKBP8;TPT1
127	REAC:R-HSA-5625900	MYH9;MYL12A;MYH1;MYL2;MYH2;MYH4;MYL9;S100A1;MYL1;PPFIBP1;MYL11;MYH7;MYH10;S100A4;MYL3;MYH11;MYH8;MYH6;MYH13;MYL6;MYL6B;MYL12B;None
128	REAC:R-HSA-72695	EIF3D;EIF5;EIF3E;SEC61B;EIF1B;SEC61A1;EIF3K;EIF2S3;EIF3G;EIF2S1;EIF3J;EIF2B2;None;SEC61A2;EIF3C;SEC62;EIF2B3;EIF3B;SEC63;EIF3A;EIF3I;EIF2S2;EIF1AX;EIF3CL;SEC61G;EIF2B4;EIF2B1;EIF2A;EIF1;EIF3H;EIF3F;EIF3M;EIF2S3B;EIF3L
129	REAC:R-HSA-8985947	ST13;IFNG;NMI;IL9R;PIAS1;None;STAP1;IL9;IFNGR2;STAT5B;STAT6;PTPN2;STAT2;IL21R;STAT5A;JAK1;STAT1;IFNGR1;STAT4;IRF9;PARP14;PIAS2
130	REAC:R-HSA-9020558	IL2RB;IL2;IL4;CHI3L1;LRPPRC;IL7;DOK2;IL15;IL13;IL7R;MAP1S;FES;TSLP;DMBT1;IL13RA1;IL13RA2;SFTPD;IL2RG;IRS2;IL2RA;IL4R;IL15RA;CRLF2;JAK3;SLIRP
131	REAC:R-HSA-8951664	RBX1;CUL9;HDAC4;ANKRA2;CCDC8;FBXW8;GLMN;CUL4A;CUL4B;OBSL1;None;CAND1
132	REAC:R-HSA-8953750	L3MBTL2;TRIM28;WIZ;SETDB1;ARL14EP;PPARG;LGALS4;COPRS;PRMT5;CBX3;ZNF644;SMARCAD1;MAGEC2;PRDM1;EHMT2;NLK;CHD7;EHMT1;ZFP57;CLNS1A;ATF7IP;ERH;MBD1;MAGEA3
133	REAC:R-HSA-3214847	BRD1;JADE1;LYPD3;YEATS4;BRD8;EPC2;KAT7;SRCAP;EPC1;CFDP1;KAT6B;MSL2;MSL3;MRFAP1;ING3;ING5;MORF4L1;VPS72;BRPF3;TRRAP;JADE2;MRGBP;DMAP1;MEAF6;BRPF1;None;ASH1L;ING4;KAT6A;AGR2;ACTL6A;MSL1;JADE3
134	REAC:R-HSA-3371378	RIPK3;TNFRSF10A;TNFSF10;RIPK1;TNFRSF10B;CASP10;TNFSF12;FADD;MLKL;TNFRSF10D;CFLAR;FAIM2;TNFRSF12A;BTLA;TRADD;AK2;TNFRSF14;FAS;TNFRSF10C;CASP8;FASLG;TNFAIP8L2;VTCN1;TNFRSF6B;ZBP1;TNFSF15;TNFRSF25;FAF1;TNFSF14;CASP8AP2;None
135	REAC:R-HSA-77595	PAPOLA;PABPN1;CSTF1;CPSF3;PAPOLG;SYMPK;CPSF6;TSEN2;SSU72;CPSF4;PCF11;CPSF2;NUDT21;CSTF3;WDR33;TSEN54;CSTF2T;FIP1L1;CPSF4L;CPSF7;TSEN15;CSTF2;PAPOLB;TSEN34;TENT2;CLP1;CPEB1;CPSF1
136	REAC:R-HSA-201688	SUPT16H;CSNK2A1;THAP1;CSNK2A2;SETD1A;SSRP1;CREBRF;DCSTAMP;THAP11;HCFC1;FOXK2;CREB3;PLEKHO1;TET1;OGT;CSNK2B;CHD2;CXXC4;CXXC1;TET2;SETD1B;CSNK2A3;CHD1
138	REAC:R-HSA-164938	AP4S1;None;AP1M2;AP3B1;AP5M1;AP4E1;AP2S1;ASAP2;AP2M1;AP1G2;AP3S1;AP2A2;AP1S1;AP3S2;NECAP1;KCNQ5;AP3M1;AP1B1;AP2A1;AP4M1;AP4B1;AP1G1;NCALD;AP1S3;TGOLN2;AP1M1;NECAP2;AP3M2;AP3B2;AP1S2;AP5B1;AP5S1;AP2B1;SYNRG
139	REAC:R-HSA-110313	POLE2;CHRAC1;RPA3;MAD2L2;POLK;REV1;LIG1;POLD3;ZRANB3;POLA2;POLG;UHRF2;PCLAF;DONSON;POLD4;RCHY1;POLE;REV3L;TFB2M;POLH;RPA4;POLE3;POLA1;PCNA;FBH1;POLD1;POLE4;TFAM;POLG2;POLI;TEFM;POLRMT;None;POLD2
141	REAC:R-HSA-1660661	SPTLC2;SPTLC1;SPTSSA;ZDHHC9;GOLGA7;SPTSSB;ORMDL3;SPTLC3
143	REAC:R-HSA-140837	BDKRB1;MPO;C1QBP;KRT1;F12;SLC40A1;CP;KLKB1;None;KRT10;SERPING1;KLK3;A2M;KLK4;SERPINA5;SLPI;PTGS1;MT-CO2;COX7A2;C1QC;C1QA;SERPINA3;F11;C1S;SERPINA1;HEPH;ELANE;HAMP
144	REAC:R-HSA-5649702	APEX1;NME3;SNRPC;PARP2;XRCC1;POLB;PRUNE1;WRN;FEN1;OGG1;PNKP;NME1;TDP1;NEIL1;DNA2;PARP1;CHD1L;IFIT1;IFIT3;IFIT2;SET;LIG3;WRNIP1;ELAVL1;TIA1;ANP32A;DDX11
147	REAC:R-HSA-1362300	MYBL2;HOXA5;HOXA6;ID2;GSC;ELF1;RBL2;E2F3;RB1;MEIS1;HOXB13;PKNOX1;LIN37;PTGDR;TFE3;LIN9;LIN54;HOXA9;E2F1;TFEB;HOXB1;E2F2;ETV3;PBX3;RBL1;PBX2;TFDP1;E2F4;E2F5;PBX1;TFDP2;None;MCIDAS;LIN52;MEIS2
148	REAC:R-HSA-452723	SALL4;NANOG;None;ZSCAN10;POU5F1;CBFA2T2;PRDM14;SOX17;PKM;SOX2;EYA2;EYA1;ADCY10;KDM8;PAX6;ESRRB;EYA4;DACH1
149	REAC:R-HSA-983189	TUBB1;TUBA4A;KLC4;TUBB2B;TUBB4A;TUBA1A;TUBA1C;KIF5B;TUBB6;TUBB3;TUBA8;TUBA1B;TUBB;TUBB4B;STMN4;CNNM2;None;KIF2C;CLSTN1;TUBB2A;KIF2A;KIF5C;ATF5;KLC2;SYBU;KIF5A;STMN1;KLC1;KIF1A;KIF18B
150	REAC:R-HSA-111463	BIRC7;FDX1;CYP11A1;AKR1B1;UGT2B7;CYCS;CASP9;CYP3A4;CYB5A;CYP17A1;XIAP;CYP2C19;APIP;DIABLO;None;FDXR;FHIT;POR;CYP2E1;APAF1
151	REAC:R-HSA-389357	TRIB3;PI3;SLC12A2;PRKCQ;AKT3;TXNDC9;CDH13;APPL1;RNF181;None;WNK1;ADIPOR1;PDPK1;STK39;ADIPOR2;PHETA1;THEM4;OCRL;INPP5B;AKT2;CARD11;CARD10;TCL1A;ADIPOQ;APPL2;AKT1;CARD14
152	REAC:R-HSA-388479	OXT;UCN2;CRHBP;CRH;LHCGR;UCN;OXTR;CRHR2;None;MAPK10;FFAR4;GPR3;AVP;UCN3;CRHR1;IPCEF1;ARRB2;CYTH2;MAP2K4
153	REAC:R-HSA-917729	CHMP4B;CHMP5;VPS4B;TEX14;TSG101;VPS25;VPS4A;CHMP2B;PTPN23;VPS37B;MITD1;CHMP4C;UBAP1;VPS37C;CHMP6;VPS37A;VPS37D;CHMP4A;MVB12A;HGS;BROX;ATL1;MVB12B;VTA1;ARRDC1;CEP55;VPS28;STAM;VPS36;STAMBP;CHMP7;CHMP1A;HPSE;None;PDCD6IP;SPART;SNF8;CHMP1B;REEP1;IST1;CHMP2A;RNF103-CHMP3
154	REAC:R-HSA-9609523	SLC32A1;PQBP1;SGTA;WBP11;GET4;TXNL4A;PLIN2;RNF126;HSPA4L;CAMLG;HSPH1;None;DNAJB12;GAD1;DNAJC5;CTNNBL1;UBL4A;BAG6;GAD2;SGTB;LAMP2;HSPA8;GET3
155	REAC:R-HSA-162791	PIGU;PIGT;PIGS;GPAA1;PIGK
156	REAC:R-HSA-1655829	RNF125;PGRMC1;ATAD2B;INSIG2;FAF2;UFD1;SCAP;HMGCR;NPLOC4;INSIG1;UBQLN2;SREBF1;SREBF2;UBQLN4;PSMD4;SERBP1;UBAC2
157	REAC:R-HSA-9022537	None;CRX;CAP2;NR1D1;HNF1A;SRF;NCOR1;CFL2;PCBD1;HDAC3;TWF2;MAL;SIRT7;PHACTR1;NR2C1;MRTFA;ELK4;ACTA1;SCAI;GPS2;MECP2;MYOCD;TBL1XR1;HOPX;NRL;HNF1B;NR2E3
158	REAC:R-HSA-159236	NXT2;SRSF9;FYTTD1;DDX39A;SRSF6;THOC2;NXT1;SRSF1;THOC1;THOC3;TNPO3;THOC7;TRA2A;SRSF7;SRRM1;THOC6;SARNP;YTHDC1;CHTOP;SRSF11;SRSF3;SRSF4;SRPK1;TRNAU1AP;HNRNPUL1;SRSF2;NXF3;DDX39B;TRA2B;THOC5;ALYREF;None;NXF1;SRSF5;SRSF8;NXF2
159	REAC:R-HSA-2514859	GUCY2F;GUCA1B;GUCY2D;GUCA1C;None
160	REAC:R-HSA-2470946	STAG2;MAU2;CTCF;CDCA5;NIPBL;NSMCE2;RAD21;WAPL;PDS5A;PDS5B;SUMO4;SMC1A;NSMCE3;SMC1B;SGO2;SMC3;SMC5;NSMCE1;NSMCE4A;STAG1;RAD21L1;SMC6;EID3;STAG3;REC8
161	REAC:R-HSA-9603798	ABCD1;PEX16;PEX1;PLA2G7;PEX6;None;ABCD2;PEX26;PEX3;PEX19;PEX11B;ABCD3;SLC25A17;DBI;APOA5;APOC2;GPIHBP1
162	REAC:R-HSA-389977	RP2;ARL2BP;TBCB;ARL2;None;ARL3;DOCK3;DOCK1;PDE6D;ELMO2;CRK;ELMO1;TUBA3E;UNC119;NPHP3;RHOG;CFAP36;UNC119B;TBCD;BCAR3;INPP5E;IRS4;TBCC;NEDD9;ELMO3;ARL13B;BCAR1;ADGRB1;TBCE
163	REAC:R-HSA-433692	TIMP1;MMP2;LRP1;SLC16A7;TIMP2;HPX;MMP10;MMP3;EMB;MMP14;SLC16A8;MMP1;BSG;PPIL2;RCAN1;PPP3CA;PPIA;SLC16A1;CD63;SLC16A3
164	REAC:R-HSA-936837	ATP12A;ATP1B2;ATP1B3;FXYD2;ATP1A2;ATP1B1;ATP1A3;ATP1A1;FXYD1
165	REAC:R-HSA-3000157	SGCG;LAMA4;SSPN;ARHGEF6;LAMA5;LAMC1;CHRNA1;SGCA;PAK1;PTPRN;RAPSN;ACHE;CHRNB1;PAK2;CTNNAL1;LAMA3;SYNM;SNTB2;SGCD;DOK7;GIT2;PAK3;LAMC3;DMD;UTRN;MUSK;ARHGEF7;PAK5;LRP4;AGRN;SGCB;COLQ;None;LAMB3;SNTB1;PGM5;LAMB2;SGCE;LAMA2;ITGA7;PAK4;DTNA
166	REAC:R-HSA-500792	CCL17;CCL1;RAF1;PI4KA;GABBR2;PEBP1;PITPNM3;GRK2;CCR8;CCR4;ADORA2A;DRD2;PI4KB;CNR1;ARMH3;TSC22D3;NCS1;GABBR1;GIT1;PTK2B;EFR3B;KCTD16;LPXN;ALOX15;CCL18
168	REAC:R-HSA-210744	MPG;TTC5;CREBBP;EP300;MAML1;ONECUT1;ETV4;CARM1;FOXM1;PTGES2;ZNF148;NCOA3;SPEN;KLF5;None;HMGN1;JMY;GRIP1;KCTD15;CITED1;MAML2;CITED2;NUTM1
169	REAC:R-HSA-75035	TSC2;CDC25B;MLX;YWHAH;AANAT;TELO2;YWHAE;MAPKAP1;SIK1;DEPTOR;MST1R;RICTOR;YWHAG;DDIT4;MLXIP;ACSS1;MLXIPL;CDC25C;EIF4EBP1;SFN;MTOR;YWHAB;TTI1;FOXO4;SIK3;ID1;PRR5L;YWHAQ;SIRT3;AKT1S1;None;BAD;YWHAZ;KHSRP;PRR5;FOXO3;PARN;MST1;CELF1;MLST8;USP6;TTI2
170	REAC:R-HSA-3247509	MGA;HCFC2;KDM6B;KMT2C;KANSL1;RBBP5;KMT2D;PELP1;SENP3;PRPF31;PAGR1;H2AC14;None;ASH2L;DPY30;WDR5;PAX2;PHF20;NCOA6;LAS1L;TEX10;PAX7;NOL9;KDM6A;E2F6;KDM7A;PAXIP1;KANSL3;KMT2B;KANSL2;KMT2A;WDR18
171	REAC:R-HSA-429947	CTSH;DHX33;NEK9;PYCARD;CSTA;EIF4H;PDCD4;EIF4A1;PAIP1;EIF4EBP3;NLRP6;EIF4E1B;EIF4A2;NLRP9;NLRP3;CTSL;CTSB;NEK7;AIM2;PTBP2;EIF4EBP2;NEK6;CARD8;CASP5;CST3;EIF4G3;NLRC4;CASP4;EIF4B;EIF4E3;EIF4G1;EIF4E;NAIP;CASP1;GSDMD;EIF4G2;CARD18;CTSV;NLRP2;NLRP1
172	REAC:R-HSA-73728	OIP5;H4C6;H2BC1;MMS22L;ARID5B;MIS18A;H2AZ1;H2AC1;H2AC8;H1-4;H2AZ2;MIS18BP1;H2BC4;H2AC20;SPTY2D1;H2AC7;H2AB2;H4C11;H2BC7;H2BC12;H2AC13;H2AC11;PHF2;H2AC17;MPHOSPH8;H2AC25;H3-3A;H2BC21;H3C14;H2AC18;H3C10;H2BC13;H2AC12;H4C8;H2BC10;H4C2;H3C4;H4C3;KMT5A;H3C15;TONSL;HJURP;TASOR;H2AJ;H4C16;H2BC8;H4C15;H4C14;H2AC19;H2BC11;H2BC17;NAP1L1;H4C1;H2BC26;H4C4;H4C12;H4C13;H4C9;H3C6;H2AC15;H2AC16;H2AB3;H2BC3;H2BC6;H3C11;H2AC4;H3C7;H2AB1;H3C8;H3C3;H4C5;H3C2
174	REAC:R-HSA-3359463	TG;FCGRT;SPARC;CBLIF;DAB2IP;None;ALB;AMN;FBXO45;DAB2;SERPINA6;RALGDS;CUBN;SHBG;GC;MYCBP2
175	REAC:R-HSA-72163	BRF2;HNRNPL;DDX5;TARDBP;FUS;DGCR8;GTF3C3;HNRNPU;IGF2BP1;PCBP1;HNRNPD;HNRNPA0;HNRNPM;TNPO1;HNRNPA1;HNRNPA2B1;GTF3C1;HNRNPH1;PTBP1;BDP1;PCBP2;GTF3C2;DHX9;GTF3C6;SYNCRIP;RBMX;GTF3C5;GTF3C4;YBX1;HNRNPH2;HNRNPR;HNRNPK;HNRNPA3;DDX17;HNRNPF;RBFOX2;DROSHA;None;HNRNPC;CSDE1
176	REAC:R-HSA-168638	RIPK2;NOD1;AAMP;NOD2;OAS2;CARD9;BEX1;PKP4;ERBIN
177	REAC:R-HSA-3772470	SFRP1;DKK4;WNT3;FZD10;LRP6;MESD;WNT2;SFRP2;WNT3A;DKK2;WIF1;FZD1;WNT1;LRP5;SOST;ANTXR1;KREMEN2;ANTXR2;KREMEN1;WNT8B;WNT7B;FZD9;DKK1;FZD8;None;DKK3;WNT8A;FZD4;RYK
178	REAC:R-HSA-75205	PLAT;SERPINE1;PLGRKT;VTN;HRG;ENO1;NSUN2;SERPINI1;CLEC3B;NPM1;PLG;TRIM72;NCL;SERPINF2;ENO3;PLAUR;CAV3;ANXA2;ANXA6;TOPORS;TOP1;S100A10;PGAM1;PLAU;AHNAK;DYSF;SERPINB2;TOP2A;ENO2
180	REAC:R-HSA-6811436	DCTN6;ACTR10;DYNC1LI2;DCTN3;KIF11;DNAH3;DNAH5;IQGAP1;ACTR1B;MAP1B;DCTN5;DNAH8;HAP1;DYNC1H1;DCTN1;ACTR1A;DNAH6;DYNC1I2;DNAH1;DCTN2;DCTN4;CLASP2;CLIP1
182	REAC:R-HSA-429958	EXOSC5;MTREX;TENT4A;NOP53;MPHOSPH6;EXOSC7;SKIC8;AGL;PPP1R8;EXOSC4;DIS3L2;DIS3L;EXOSC3;NRDE2;C1D;SKIC3;SUPV3L1;HBS1L;EXOSC1;SPO11;EXOSC2;SKIC2;RBM7;EXOSC10;DIS3;ZFC3H1;EXOSC9;EXOSC8;TENT4B;EXOSC6;PNPT1;HELZ2;ZCCHC8;ZCCHC7
183	REAC:R-HSA-212676	LIN7B;PALS2;TTR;KIF17;GYPC;PALS1;CREM;APBA1;LIN7C;S100P;FRMD7;FHL5;MPP7;EPB41;CASKIN1;CRB3;CRB1;S100A12;PATJ;RBP4;AGER;CASK;PLCB4;TBR1;MPP2;MPDZ;LIN7A;STRA6
185	REAC:R-HSA-171319	SF3A2;GAR1;ATXN1;TEP1;TINF2;NAF1;NHP2;TERF1;NVL;TRUB1;TPP1;MAJIN;TERT;SHQ1;GCFC2;PINX1;WRAP53;PIF1;RBM10;NOP10;DHX15;TERB2;RBM5;POT1;RTEL1;GPATCH2;DKC1;None;SMNDC1;FUBP1;TFIP11;RBM17;U2SURP;PUF60;CHERP;NKRF;CIC;TERB1;DDX42
186	REAC:R-HSA-5602498	RETN;EHHADH;EIF2AK2;CD180;TLR2;VCAN;LY96;CD14;TLR10;BGN;TLR1;S100A8;S100A9;CAP1;TLR4;LY86;TIRAP;MARK2;None;SFTPA1;CIRBP;TRIL
187	REAC:R-HSA-4641265	TLE5;CDX1;BCL9;LEF1;TCF7L1;PYGO1;None;BCL9L;FOXG1;MYB;TCF7;PAX5;PYGO2;TCF7L2;TLE1;TLE4;NKX2-2;ETS1;TCF4;TBX20;TLE3;PTRH2;TLE2
188	REAC:R-HSA-1296025	RAB3A;KCNJ8;TRPM4;ABCC9;SYT1;RIMS2;ABCC8;KCNJ11;TSPOAP1;RAB3GAP2;SYT2;None;SV2A;UNC13B;RAPGEF4;RAB3GAP1;RIMS1;UNC13A;STON2
